Customer_ID,Customer_Name,Age,Gender,City,State,Customer_Since,Customer_Segment,KYC_Status,Home_Device_ID_1,Home_Device_ID_2,Baseline_Avg_Amount
CUST00554,Aditya Pawar,49,Male,Kochi,Kerala,2018-08-15,Student,Verified,DEV00554A,DEV00554B,480.88
CUST00555,Sahil Nair,64,Male,Coimbatore,Tamil Nadu,2020-08-24,Mass Market,Verified,DEV00555A,DEV00555B,1543.92
CUST00556,Ananya Singh,23,Male,Visakhapatnam,Andhra Pradesh,2024-09-22,Mass Market,Verified,DEV00556A,DEV00556B,1668.65
CUST00557,Neha Das,24,Male,Aurangabad,Maharashtra,2020-05-26,Business,Verified,DEV00557A,DEV00557B,47845.86
CUST00558,Meera Sharma,48,Male,Chennai,Tamil Nadu,2021-02-11,Student,Pending,DEV00558A,DEV00558B,349.65
CUST00559,Arjun Das,65,Male,Coimbatore,Tamil Nadu,2025-09-30,Student,Verified,DEV00559A,DEV00559B,289.14
CUST00560,Nikhil Singh,33,Female,Vadodara,Gujarat,2022-05-11,Mass Market,Expired,DEV00560A,DEV00560B,2335.85
CUST00561,Isha Nair,28,Female,Vadodara,Gujarat,2025-01-30,Mass Market,Verified,DEV00561A,DEV00561B,2078.63
CUST00562,Riya Mishra,44,Female,Kochi,Kerala,2022-09-27,Student,Verified,DEV00562A,DEV00562B,603.42
CUST00563,Aditi Verma,62,Male,Kolkata,West Bengal,2018-08-02,Affluent,Verified,DEV00563A,DEV00563B,1519.99
CUST00564,Pooja Nair,28,Male,Nashik,Maharashtra,2023-10-17,Premium,Verified,DEV00564A,DEV00564B,13206.32
CUST00565,Sneha Yadav,65,Male,Vadodara,Gujarat,2020-12-03,Mass Market,Verified,DEV00565A,DEV00565B,1063.59
CUST00566,Sneha Chavan,19,Male,Delhi,Delhi,2024-04-06,Affluent,Verified,DEV00566A,DEV00566B,2788.73
CUST00567,Pooja Nair,56,Female,Chennai,Tamil Nadu,2019-09-04,Mass Market,Verified,DEV00567A,DEV00567B,734.7
CUST00568,Vivek Jadhav,32,Male,Nashik,Maharashtra,2020-02-20,Business,Verified,DEV00568A,DEV00568B,16677.45
CUST00569,Aditi Reddy,61,Male,Kochi,Kerala,2022-09-10,Mass Market,Verified,DEV00569A,DEV00569B,2452.26
CUST00570,Aditya Joshi,18,Female,Nagpur,Maharashtra,2019-06-30,Student,Expired,DEV00570A,DEV00570B,368.66
CUST00571,Vivaan Patil,21,Male,Jaipur,Rajasthan,2021-09-25,Business,Verified,DEV00571A,DEV00571B,37801.77
CUST00572,Isha Mishra,50,Female,Gurugram,Haryana,2021-05-24,Business,Verified,DEV00572A,DEV00572B,15134.39
CUST00573,Sahil Kadam,47,Male,Visakhapatnam,Andhra Pradesh,2019-01-03,Mass Market,Verified,DEV00573A,DEV00573B,733.68
CUST00574,Rohan Das,45,Female,Ranchi,Jharkhand,2020-12-14,Affluent,Verified,DEV00574A,DEV00574B,7302.37
CUST00575,Isha Sharma,60,Female,Vadodara,Gujarat,2018-08-06,Mass Market,Verified,DEV00575A,DEV00575B,1440.5
CUST00576,Rahul Iyer,40,Female,Kolkata,West Bengal,2023-02-18,Affluent,Verified,DEV00576A,DEV00576B,2108.26
CUST00577,Arjun Mishra,35,Male,Coimbatore,Tamil Nadu,2024-07-18,Business,Verified,DEV00577A,DEV00577B,28920.65
CUST00578,Isha Reddy,36,Male,Mumbai,Maharashtra,2022-06-03,Mass Market,Pending,DEV00578A,DEV00578B,1147.08
CUST00579,Aditi Deshmukh,35,Male,Bhopal,Madhya Pradesh,2021-09-11,Business,Verified,DEV00579A,DEV00579B,48210.92
CUST00580,Sneha Verma,21,Female,Thane,Maharashtra,2021-08-16,Student,Verified,DEV00580A,DEV00580B,450.94
CUST00581,Nikhil Chavan,31,Male,Mumbai,Maharashtra,2022-05-11,Premium,Verified,DEV00581A,DEV00581B,14816.9
CUST00582,Priya Chavan,40,Male,Aurangabad,Maharashtra,2022-02-14,Affluent,Verified,DEV00582A,DEV00582B,5159.87
CUST00583,Kavya Verma,45,Female,Navi Mumbai,Maharashtra,2019-01-16,Mass Market,Verified,DEV00583A,DEV00583B,948.46
CUST00584,Nikhil Yadav,47,Female,Noida,Uttar Pradesh,2018-11-21,Student,Verified,DEV00584A,DEV00584B,231.73
CUST00585,Aditi Verma,53,Male,Pune,Maharashtra,2018-07-04,Affluent,Verified,DEV00585A,DEV00585B,6182.01
CUST00586,Neha Yadav,50,Male,Thiruvananthapuram,Kerala,2019-04-12,Premium,Verified,DEV00586A,DEV00586B,13325.03
CUST00587,Sahil Joshi,47,Female,Kochi,Kerala,2024-12-30,Student,Verified,DEV00587A,DEV00587B,654.96
CUST00588,Isha Jadhav,52,Male,Chennai,Tamil Nadu,2018-01-24,Mass Market,Verified,DEV00588A,DEV00588B,1420.33
CUST00589,Aarav Singh,57,Female,Indore,Madhya Pradesh,2025-09-29,Premium,Verified,DEV00589A,DEV00589B,5277.52
CUST00590,Pooja Deshmukh,19,Male,Vadodara,Gujarat,2023-05-25,Affluent,Verified,DEV00590A,DEV00590B,6635.07
CUST00591,Vivek Jadhav,45,Male,Ahmedabad,Gujarat,2019-04-23,Mass Market,Verified,DEV00591A,DEV00591B,2427.73
CUST00592,Riya Jadhav,43,Male,Lucknow,Uttar Pradesh,2021-09-29,Mass Market,Verified,DEV00592A,DEV00592B,2458.97
CUST00593,Aarav More,49,Female,Pune,Maharashtra,2023-06-15,Affluent,Verified,DEV00593A,DEV00593B,7139.62
CUST00594,Aarav Kulkarni,38,Male,Lucknow,Uttar Pradesh,2021-01-02,Student,Verified,DEV00594A,DEV00594B,410.34
CUST00595,Pooja Deshmukh,64,Male,Noida,Uttar Pradesh,2023-04-07,Mass Market,Verified,DEV00595A,DEV00595B,2318.14
CUST00596,Nikhil Verma,36,Female,Visakhapatnam,Andhra Pradesh,2022-09-04,Student,Verified,DEV00596A,DEV00596B,554.02
CUST00597,Vivaan Patil,48,Male,Patna,Bihar,2019-12-11,Mass Market,Verified,DEV00597A,DEV00597B,1331.97
CUST00598,Arjun Das,34,Female,Mysuru,Karnataka,2025-08-04,Mass Market,Verified,DEV00598A,DEV00598B,563.94
CUST00599,Meera Joshi,49,Female,Delhi,Delhi,2021-10-25,Student,Verified,DEV00599A,DEV00599B,573.55
CUST00600,Riya Sharma,21,Female,Bhubaneswar,Odisha,2023-02-16,Business,Verified,DEV00600A,DEV00600B,12278.46
CUST00601,Arjun Deshmukh,24,Male,Surat,Gujarat,2025-01-24,Mass Market,Verified,DEV00601A,DEV00601B,1956.7
CUST00602,Nikhil Iyer,41,Female,Bhopal,Madhya Pradesh,2019-07-19,Mass Market,Verified,DEV00602A,DEV00602B,2038.44
CUST00603,Rohan More,23,Female,Navi Mumbai,Maharashtra,2022-03-06,Premium,Verified,DEV00603A,DEV00603B,15593.01
CUST00604,Aditya Mishra,44,Female,Chennai,Tamil Nadu,2023-10-16,Student,Verified,DEV00604A,DEV00604B,166.37
CUST00605,Kavya Jadhav,43,Male,Bengaluru,Karnataka,2022-11-13,Mass Market,Verified,DEV00605A,DEV00605B,1782.93
CUST00606,Vivek Das,43,Female,Chennai,Tamil Nadu,2021-07-08,Student,Verified,DEV00606A,DEV00606B,303.88
CUST00607,Sneha Deshmukh,57,Female,Indore,Madhya Pradesh,2025-10-27,Mass Market,Verified,DEV00607A,DEV00607B,2050.8
CUST00608,Aditi Shah,52,Female,Surat,Gujarat,2020-05-25,Mass Market,Verified,DEV00608A,DEV00608B,2014.09
CUST00609,Arjun Reddy,37,Female,Delhi,Delhi,2023-09-01,Mass Market,Verified,DEV00609A,DEV00609B,1753.98
CUST00610,Meera Gupta,54,Male,Noida,Uttar Pradesh,2023-01-31,Mass Market,Verified,DEV00610A,DEV00610B,1663.19
CUST00611,Aditi Singh,37,Female,Mysuru,Karnataka,2025-06-24,Student,Verified,DEV00611A,DEV00611B,519.84
CUST00612,Aditya Kadam,41,Female,Coimbatore,Tamil Nadu,2019-02-06,Mass Market,Verified,DEV00612A,DEV00612B,684.5
CUST00613,Isha More,51,Female,Patna,Bihar,2024-08-06,Affluent,Verified,DEV00613A,DEV00613B,5637.0
CUST00614,Isha Sharma,28,Male,Coimbatore,Tamil Nadu,2023-09-03,Mass Market,Verified,DEV00614A,DEV00614B,1909.05
CUST00615,Priya Jadhav,28,Female,Kochi,Kerala,2019-05-02,Affluent,Verified,DEV00615A,DEV00615B,1761.83
CUST00616,Isha Patil,49,Male,Noida,Uttar Pradesh,2019-08-09,Mass Market,Verified,DEV00616A,DEV00616B,2288.51
CUST00617,Meera Deshmukh,53,Female,Nashik,Maharashtra,2018-10-04,Student,Verified,DEV00617A,DEV00617B,465.18
CUST00618,Sneha Mishra,26,Female,Thiruvananthapuram,Kerala,2023-01-17,Premium,Verified,DEV00618A,DEV00618B,17471.79
CUST00619,Arjun Das,20,Female,Jaipur,Rajasthan,2021-02-10,Affluent,Verified,DEV00619A,DEV00619B,6675.03
CUST00620,Sahil Singh,30,Male,Nagpur,Maharashtra,2024-05-24,Affluent,Verified,DEV00620A,DEV00620B,5778.65
CUST00621,Ananya Patil,63,Female,Delhi,Delhi,2018-12-13,Student,Verified,DEV00621A,DEV00621B,370.99
CUST00622,Nikhil More,51,Female,Vadodara,Gujarat,2022-04-14,Mass Market,Verified,DEV00622A,DEV00622B,836.31
CUST00623,Sahil Pawar,28,Male,Patna,Bihar,2024-11-21,Business,Verified,DEV00623A,DEV00623B,45506.46
CUST00624,Neha Reddy,25,Male,Coimbatore,Tamil Nadu,2020-04-09,Mass Market,Verified,DEV00624A,DEV00624B,1517.24
CUST00625,Riya Deshmukh,44,Male,Jaipur,Rajasthan,2023-06-07,Mass Market,Verified,DEV00625A,DEV00625B,537.25
CUST00626,Riya More,54,Female,Noida,Uttar Pradesh,2023-01-01,Mass Market,Verified,DEV00626A,DEV00626B,2435.82
CUST00627,Isha Shah,53,Female,Ranchi,Jharkhand,2018-06-21,Mass Market,Verified,DEV00627A,DEV00627B,1078.5
CUST00628,Aditya Pawar,34,Female,Indore,Madhya Pradesh,2021-12-10,Student,Verified,DEV00628A,DEV00628B,612.38
CUST00629,Sahil Reddy,25,Male,Bhubaneswar,Odisha,2024-03-29,Business,Verified,DEV00629A,DEV00629B,47707.16
CUST00630,Aarav Patil,33,Female,Gurugram,Haryana,2021-10-31,Mass Market,Pending,DEV00630A,DEV00630B,2328.04
CUST00631,Aarav Reddy,29,Female,Patna,Bihar,2024-03-26,Student,Verified,DEV00631A,DEV00631B,569.36
CUST00632,Vivek Reddy,25,Female,Patna,Bihar,2022-03-22,Student,Verified,DEV00632A,DEV00632B,247.45
CUST00633,Isha Kadam,32,Male,Mumbai,Maharashtra,2021-02-25,Premium,Verified,DEV00633A,DEV00633B,21168.29
CUST00634,Isha Kulkarni,35,Female,Pune,Maharashtra,2025-11-23,Premium,Verified,DEV00634A,DEV00634B,22398.32
CUST00635,Sahil Singh,30,Male,Jaipur,Rajasthan,2018-09-25,Affluent,Verified,DEV00635A,DEV00635B,7060.61
CUST00636,Vivaan Mishra,61,Male,Vadodara,Gujarat,2025-10-09,Premium,Verified,DEV00636A,DEV00636B,13542.29
CUST00637,Ananya Das,44,Female,Chennai,Tamil Nadu,2019-05-14,Premium,Verified,DEV00637A,DEV00637B,9490.96
CUST00638,Aditya Gupta,38,Male,Kolkata,West Bengal,2022-05-25,Mass Market,Verified,DEV00638A,DEV00638B,550.74
CUST00639,Sahil Gupta,28,Female,Thane,Maharashtra,2021-06-27,Mass Market,Verified,DEV00639A,DEV00639B,1363.9
CUST00640,Arjun Reddy,48,Male,Nashik,Maharashtra,2021-10-27,Student,Verified,DEV00640A,DEV00640B,435.82
CUST00641,Vivaan Jadhav,25,Male,Lucknow,Uttar Pradesh,2018-09-06,Student,Verified,DEV00641A,DEV00641B,639.55
CUST00642,Meera Chavan,58,Female,Indore,Madhya Pradesh,2018-09-27,Mass Market,Verified,DEV00642A,DEV00642B,2199.86
CUST00643,Neha Yadav,47,Female,Mumbai,Maharashtra,2023-03-17,Student,Verified,DEV00643A,DEV00643B,490.58
CUST00644,Ananya Nair,24,Male,Thane,Maharashtra,2018-02-20,Affluent,Verified,DEV00644A,DEV00644B,5225.88
CUST00645,Nikhil Yadav,57,Female,Kochi,Kerala,2020-02-01,Mass Market,Verified,DEV00645A,DEV00645B,1123.33
CUST00646,Kunal Iyer,52,Male,Visakhapatnam,Andhra Pradesh,2019-08-27,Affluent,Verified,DEV00646A,DEV00646B,4864.92
CUST00647,Pooja Chavan,53,Male,Coimbatore,Tamil Nadu,2022-09-25,Mass Market,Expired,DEV00647A,DEV00647B,902.52
CUST00648,Kunal Gupta,39,Female,Bhubaneswar,Odisha,2024-11-28,Mass Market,Verified,DEV00648A,DEV00648B,2252.21
CUST00649,Aarav Kadam,57,Male,Kolkata,West Bengal,2020-09-06,Affluent,Verified,DEV00649A,DEV00649B,3943.43
CUST00650,Vivek Singh,22,Female,Mumbai,Maharashtra,2018-05-03,Affluent,Verified,DEV00650A,DEV00650B,7432.61
CUST00651,Aarav Deshmukh,29,Male,Noida,Uttar Pradesh,2020-12-09,Premium,Verified,DEV00651A,DEV00651B,21857.63
CUST00652,Meera More,59,Male,Hyderabad,Telangana,2021-10-18,Business,Verified,DEV00652A,DEV00652B,49038.28
CUST00653,Kunal Sharma,63,Male,Visakhapatnam,Andhra Pradesh,2019-05-01,Mass Market,Pending,DEV00653A,DEV00653B,883.36
CUST00654,Aditi Nair,57,Male,Thiruvananthapuram,Kerala,2024-01-03,Mass Market,Verified,DEV00654A,DEV00654B,1758.92
CUST00655,Kavya Reddy,64,Male,Thane,Maharashtra,2023-04-12,Student,Verified,DEV00655A,DEV00655B,242.09
CUST00656,Vivaan Singh,38,Female,Navi Mumbai,Maharashtra,2023-11-23,Premium,Verified,DEV00656A,DEV00656B,23423.7
CUST00657,Rohan Verma,30,Female,Delhi,Delhi,2020-08-18,Mass Market,Verified,DEV00657A,DEV00657B,1642.74
CUST00658,Neha Shah,46,Female,Noida,Uttar Pradesh,2020-07-31,Affluent,Verified,DEV00658A,DEV00658B,4539.08
CUST00659,Sahil Gupta,19,Male,Hyderabad,Telangana,2022-12-15,Mass Market,Verified,DEV00659A,DEV00659B,664.84
CUST00660,Sahil Singh,25,Male,Nashik,Maharashtra,2022-01-15,Mass Market,Verified,DEV00660A,DEV00660B,1158.48
CUST00661,Aditi Patil,56,Male,Bhubaneswar,Odisha,2024-02-03,Student,Verified,DEV00661A,DEV00661B,314.71
CUST00662,Pooja Mishra,59,Male,Ahmedabad,Gujarat,2022-06-17,Mass Market,Verified,DEV00662A,DEV00662B,967.45
CUST00663,Rohan Jadhav,23,Female,Chandigarh,Chandigarh,2020-02-09,Affluent,Pending,DEV00663A,DEV00663B,7044.14
CUST00664,Neha Yadav,18,Female,Kochi,Kerala,2025-05-22,Student,Verified,DEV00664A,DEV00664B,380.53
CUST00665,Sneha Singh,54,Male,Mumbai,Maharashtra,2019-07-24,Mass Market,Pending,DEV00665A,DEV00665B,1759.68
CUST00666,Rahul Sharma,22,Female,Hyderabad,Telangana,2020-02-11,Affluent,Verified,DEV00666A,DEV00666B,3480.2
CUST00667,Vivaan Kadam,62,Female,Coimbatore,Tamil Nadu,2018-04-20,Mass Market,Verified,DEV00667A,DEV00667B,1067.64
CUST00668,Vivek Deshmukh,18,Male,Surat,Gujarat,2021-08-31,Student,Verified,DEV00668A,DEV00668B,236.37
CUST00669,Pooja Shah,31,Female,Vadodara,Gujarat,2022-11-06,Student,Verified,DEV00669A,DEV00669B,237.33
CUST00670,Aditi Sharma,18,Male,Thane,Maharashtra,2022-12-31,Mass Market,Verified,DEV00670A,DEV00670B,1551.71
CUST00671,Rahul More,23,Female,Kochi,Kerala,2025-04-01,Student,Verified,DEV00671A,DEV00671B,535.17
CUST00672,Rahul Shah,29,Female,Delhi,Delhi,2023-02-19,Mass Market,Verified,DEV00672A,DEV00672B,691.07
CUST00673,Priya Verma,58,Female,Visakhapatnam,Andhra Pradesh,2025-06-23,Student,Verified,DEV00673A,DEV00673B,547.33
CUST00674,Sneha Mishra,24,Female,Thiruvananthapuram,Kerala,2022-08-07,Affluent,Verified,DEV00674A,DEV00674B,1975.77
CUST00675,Aditya Das,43,Male,Kochi,Kerala,2022-06-13,Mass Market,Verified,DEV00675A,DEV00675B,772.96
CUST00676,Sneha Kulkarni,33,Female,Patna,Bihar,2019-07-29,Affluent,Verified,DEV00676A,DEV00676B,5445.43
CUST00677,Vivaan Iyer,60,Male,Nagpur,Maharashtra,2025-08-06,Mass Market,Verified,DEV00677A,DEV00677B,1928.82
CUST00678,Kunal Singh,60,Male,Bhopal,Madhya Pradesh,2022-05-19,Premium,Verified,DEV00678A,DEV00678B,9034.76
CUST00679,Rahul Kulkarni,19,Female,Nagpur,Maharashtra,2018-04-25,Business,Verified,DEV00679A,DEV00679B,41470.81
CUST00680,Arjun Kadam,44,Male,Pune,Maharashtra,2021-09-01,Mass Market,Verified,DEV00680A,DEV00680B,2368.65
CUST00681,Vivaan Verma,29,Male,Bengaluru,Karnataka,2022-07-06,Affluent,Verified,DEV00681A,DEV00681B,5776.75
CUST00682,Sahil Joshi,31,Female,Visakhapatnam,Andhra Pradesh,2021-05-20,Premium,Verified,DEV00682A,DEV00682B,23444.48
CUST00683,Isha Verma,38,Female,Indore,Madhya Pradesh,2025-08-08,Business,Verified,DEV00683A,DEV00683B,49076.9
CUST00684,Arjun Jadhav,19,Female,Bengaluru,Karnataka,2022-04-16,Affluent,Verified,DEV00684A,DEV00684B,1586.4
CUST00685,Meera Reddy,65,Female,Delhi,Delhi,2020-09-24,Affluent,Verified,DEV00685A,DEV00685B,2485.86
CUST00686,Kunal Mishra,39,Male,Kochi,Kerala,2021-02-13,Mass Market,Verified,DEV00686A,DEV00686B,2083.56
CUST00687,Kavya Mishra,33,Male,Bengaluru,Karnataka,2024-01-19,Mass Market,Pending,DEV00687A,DEV00687B,2102.9
CUST00688,Aditi Das,46,Male,Navi Mumbai,Maharashtra,2018-09-22,Student,Verified,DEV00688A,DEV00688B,255.86
CUST00689,Nikhil Yadav,31,Male,Coimbatore,Tamil Nadu,2023-09-10,Mass Market,Verified,DEV00689A,DEV00689B,1943.35
CUST00690,Meera More,58,Male,Kolkata,West Bengal,2021-01-18,Student,Verified,DEV00690A,DEV00690B,673.06
CUST00691,Rahul Shah,27,Female,Thiruvananthapuram,Kerala,2018-03-23,Premium,Verified,DEV00691A,DEV00691B,15743.95
CUST00692,Aarav Patil,47,Female,Hyderabad,Telangana,2023-02-01,Mass Market,Verified,DEV00692A,DEV00692B,1166.47
CUST00693,Aditya More,50,Female,Vadodara,Gujarat,2023-07-06,Mass Market,Verified,DEV00693A,DEV00693B,1984.39
CUST00694,Isha Kadam,20,Male,Visakhapatnam,Andhra Pradesh,2022-04-26,Business,Verified,DEV00694A,DEV00694B,22640.3
CUST00695,Rohan Shah,21,Female,Bhubaneswar,Odisha,2022-10-03,Premium,Verified,DEV00695A,DEV00695B,18528.51
CUST00696,Sneha Pawar,47,Male,Indore,Madhya Pradesh,2020-11-07,Mass Market,Verified,DEV00696A,DEV00696B,822.85
CUST00697,Sneha Yadav,55,Male,Bhubaneswar,Odisha,2023-10-25,Student,Verified,DEV00697A,DEV00697B,241.2
CUST00698,Nikhil Patil,64,Female,Noida,Uttar Pradesh,2018-12-31,Mass Market,Verified,DEV00698A,DEV00698B,2128.46
CUST00699,Rohan Singh,49,Male,Navi Mumbai,Maharashtra,2019-02-01,Mass Market,Verified,DEV00699A,DEV00699B,1809.04
CUST00700,Ananya Reddy,29,Male,Ahmedabad,Gujarat,2023-01-20,Affluent,Verified,DEV00700A,DEV00700B,6759.66
CUST00701,Arjun Patil,57,Male,Bhopal,Madhya Pradesh,2025-02-19,Mass Market,Verified,DEV00701A,DEV00701B,1053.52
CUST00702,Sahil Nair,35,Male,Pune,Maharashtra,2025-06-18,Affluent,Expired,DEV00702A,DEV00702B,1547.2
CUST00703,Vivaan Kadam,39,Female,Ahmedabad,Gujarat,2021-10-10,Mass Market,Pending,DEV00703A,DEV00703B,2133.69
CUST00704,Sahil Gupta,39,Male,Vadodara,Gujarat,2018-01-13,Affluent,Verified,DEV00704A,DEV00704B,2402.61
CUST00705,Vivaan Mishra,46,Female,Mysuru,Karnataka,2023-10-11,Mass Market,Verified,DEV00705A,DEV00705B,2415.09
CUST00706,Arjun Pawar,46,Male,Patna,Bihar,2024-10-21,Affluent,Verified,DEV00706A,DEV00706B,7604.05
CUST00707,Nikhil Das,56,Male,Noida,Uttar Pradesh,2025-12-26,Mass Market,Verified,DEV00707A,DEV00707B,2213.61
CUST00708,Arjun More,47,Male,Vadodara,Gujarat,2023-01-02,Business,Verified,DEV00708A,DEV00708B,37396.18
CUST00709,Rohan Das,19,Male,Bhubaneswar,Odisha,2021-08-30,Student,Verified,DEV00709A,DEV00709B,271.21
CUST00710,Sneha Das,64,Female,Bhopal,Madhya Pradesh,2019-01-06,Student,Verified,DEV00710A,DEV00710B,273.09
CUST00711,Aditi Kadam,45,Male,Vadodara,Gujarat,2020-07-04,Mass Market,Verified,DEV00711A,DEV00711B,1180.48
CUST00712,Rohan Iyer,38,Female,Aurangabad,Maharashtra,2024-06-21,Premium,Verified,DEV00712A,DEV00712B,13473.97
CUST00713,Pooja Deshmukh,56,Male,Patna,Bihar,2019-03-13,Mass Market,Verified,DEV00713A,DEV00713B,789.4
CUST00714,Aditi Nair,36,Male,Indore,Madhya Pradesh,2025-06-18,Student,Verified,DEV00714A,DEV00714B,168.89
CUST00715,Kunal Sharma,31,Female,Bhopal,Madhya Pradesh,2021-04-08,Premium,Verified,DEV00715A,DEV00715B,9212.26
CUST00716,Isha Kadam,29,Female,Ranchi,Jharkhand,2022-05-24,Mass Market,Verified,DEV00716A,DEV00716B,818.39
CUST00717,Aditi Sharma,43,Female,Thiruvananthapuram,Kerala,2018-10-22,Affluent,Verified,DEV00717A,DEV00717B,7065.64
CUST00718,Vivek Patil,63,Female,Vadodara,Gujarat,2023-02-18,Affluent,Verified,DEV00718A,DEV00718B,7331.92
CUST00719,Priya Nair,64,Male,Mysuru,Karnataka,2025-08-10,Student,Verified,DEV00719A,DEV00719B,357.11
CUST00720,Isha Jadhav,21,Male,Navi Mumbai,Maharashtra,2023-10-13,Affluent,Verified,DEV00720A,DEV00720B,4125.96
CUST00721,Sneha Shah,56,Male,Bhubaneswar,Odisha,2025-04-27,Premium,Verified,DEV00721A,DEV00721B,14273.48
CUST00722,Aditi Nair,59,Female,Bhopal,Madhya Pradesh,2022-02-13,Mass Market,Verified,DEV00722A,DEV00722B,1782.82
CUST00723,Riya Kulkarni,62,Male,Gurugram,Haryana,2024-08-25,Mass Market,Verified,DEV00723A,DEV00723B,1367.31
CUST00724,Arjun Singh,62,Male,Hyderabad,Telangana,2022-06-01,Affluent,Verified,DEV00724A,DEV00724B,4872.86
CUST00725,Aditya Das,25,Male,Patna,Bihar,2024-09-19,Premium,Verified,DEV00725A,DEV00725B,16501.62
CUST00726,Kavya Jadhav,20,Male,Gurugram,Haryana,2019-05-26,Affluent,Verified,DEV00726A,DEV00726B,7643.99
CUST00727,Arjun Sharma,52,Female,Patna,Bihar,2019-07-27,Affluent,Verified,DEV00727A,DEV00727B,3788.76
CUST00728,Meera More,20,Male,Delhi,Delhi,2019-08-04,Mass Market,Verified,DEV00728A,DEV00728B,1704.29
CUST00729,Riya Singh,53,Female,Nagpur,Maharashtra,2020-12-03,Mass Market,Pending,DEV00729A,DEV00729B,666.51
CUST00730,Rohan Mishra,58,Female,Nagpur,Maharashtra,2025-02-06,Premium,Verified,DEV00730A,DEV00730B,17098.89
CUST00731,Aditya Kadam,45,Female,Chandigarh,Chandigarh,2018-04-17,Business,Verified,DEV00731A,DEV00731B,21833.02
CUST00732,Arjun Kulkarni,39,Female,Ranchi,Jharkhand,2019-08-23,Student,Verified,DEV00732A,DEV00732B,155.42
CUST00733,Vivaan Kulkarni,64,Female,Surat,Gujarat,2024-08-08,Student,Verified,DEV00733A,DEV00733B,440.93
CUST00734,Sahil Patil,42,Male,Bengaluru,Karnataka,2021-11-14,Student,Verified,DEV00734A,DEV00734B,583.81
CUST00735,Kunal Chavan,50,Male,Patna,Bihar,2025-05-17,Mass Market,Verified,DEV00735A,DEV00735B,605.73
CUST00736,Kunal Jadhav,63,Female,Chennai,Tamil Nadu,2020-01-20,Affluent,Verified,DEV00736A,DEV00736B,7692.01
CUST00737,Aditya Jadhav,23,Female,Bhopal,Madhya Pradesh,2022-07-24,Premium,Verified,DEV00737A,DEV00737B,6872.67
CUST00738,Arjun Pawar,49,Male,Jaipur,Rajasthan,2022-10-03,Premium,Pending,DEV00738A,DEV00738B,18535.48
CUST00739,Kavya Chavan,57,Male,Mumbai,Maharashtra,2018-01-30,Premium,Verified,DEV00739A,DEV00739B,24017.37
CUST00740,Vivaan More,56,Female,Pune,Maharashtra,2019-11-22,Premium,Pending,DEV00740A,DEV00740B,21788.18
CUST00741,Isha Jadhav,42,Male,Ahmedabad,Gujarat,2022-03-09,Business,Verified,DEV00741A,DEV00741B,20182.72
CUST00742,Pooja Chavan,31,Male,Gurugram,Haryana,2025-01-29,Affluent,Verified,DEV00742A,DEV00742B,5679.33
CUST00743,Aarav Joshi,49,Male,Vadodara,Gujarat,2021-12-28,Mass Market,Verified,DEV00743A,DEV00743B,714.33
CUST00744,Isha Pawar,49,Male,Chennai,Tamil Nadu,2018-12-14,Affluent,Pending,DEV00744A,DEV00744B,1544.92
CUST00745,Ananya Patil,37,Female,Mysuru,Karnataka,2022-10-21,Student,Verified,DEV00745A,DEV00745B,298.21
CUST00746,Isha Shah,63,Male,Mysuru,Karnataka,2019-03-30,Mass Market,Verified,DEV00746A,DEV00746B,1987.85
CUST00747,Sneha Deshmukh,44,Female,Nashik,Maharashtra,2024-03-03,Affluent,Verified,DEV00747A,DEV00747B,6572.19
CUST00748,Aarav More,24,Male,Nashik,Maharashtra,2019-06-01,Mass Market,Verified,DEV00748A,DEV00748B,973.01
CUST00749,Sahil Gupta,36,Female,Ahmedabad,Gujarat,2023-06-14,Mass Market,Verified,DEV00749A,DEV00749B,1958.5
CUST00750,Rohan Gupta,45,Male,Patna,Bihar,2023-04-26,Premium,Verified,DEV00750A,DEV00750B,24851.03
CUST00751,Kavya Jadhav,26,Female,Nashik,Maharashtra,2018-06-07,Mass Market,Verified,DEV00751A,DEV00751B,535.32
CUST00752,Priya More,58,Male,Bhubaneswar,Odisha,2020-06-27,Mass Market,Verified,DEV00752A,DEV00752B,1787.75
CUST00753,Rahul Shah,38,Male,Delhi,Delhi,2020-01-15,Mass Market,Verified,DEV00753A,DEV00753B,923.96
CUST00754,Aditi Iyer,41,Female,Ahmedabad,Gujarat,2021-05-31,Mass Market,Verified,DEV00754A,DEV00754B,2040.93
CUST00755,Vivek Singh,41,Male,Indore,Madhya Pradesh,2025-04-17,Mass Market,Verified,DEV00755A,DEV00755B,712.73
CUST00756,Rohan Singh,46,Male,Bhubaneswar,Odisha,2018-11-03,Business,Verified,DEV00756A,DEV00756B,14454.24
CUST00757,Kavya Patil,53,Female,Chennai,Tamil Nadu,2024-04-14,Business,Pending,DEV00757A,DEV00757B,25598.17
CUST00758,Isha Das,56,Female,Navi Mumbai,Maharashtra,2025-10-24,Business,Verified,DEV00758A,DEV00758B,42210.41
CUST00759,Aditi Singh,50,Male,Vadodara,Gujarat,2019-11-09,Affluent,Verified,DEV00759A,DEV00759B,5446.92
CUST00760,Rahul Gupta,62,Male,Lucknow,Uttar Pradesh,2023-10-02,Affluent,Verified,DEV00760A,DEV00760B,2932.19
